,index,SUPPLIER_NBR,SUPPLIER_ERP,SUPPLIER_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_ZIP_CDE,SUPPLIER_COUNTRY,SUPPLIER_TAX_ID,SPEND_USD,D-U-N-S Number,business_name,street_address,Global Ultimate Business Name,cosine_similarity,match
361,3560,42004174,B33 WRANGLEBORO II LLC,9330 W SAHARA AVE STE 270,LAS VEGAS,NV,89117,US,84-4459476,62370.380000000005,118297655,B33 Metro Crossing II LLC,9330 W Sahara Ave Ste 270 Las Vegas NV,B33 Metro Crossing II LLC,0.8505,Yes
362,3569,42004189,MRP ST MARYS LLC,7777 BONHOMME AVE STE 1700,ST LOUIS,MO,63105,US,86-2063669,32406.66,101195731,"Mrp Macomb, LLC",7777 Bonhomme Ave # 1700 Saint Louis MO,"Mrp Macomb, LLC",0.7775,Yes
363,3570,42004192,HAUPPAUGE PROPERTIES LLC,1975 HEMPSTEAD TPK STE 309,EAST MEADOW,NY,11554,US,80-0499103,37398.06,88233621,Hauppauge Properties LLC,205 County Road 6 E Ste S Elkhart IN,Hauppauge Properties LLC,1.0,Yes
364,3633,42004316,"PREMIUM OUTLET PARTNERS, L.P.",PO BOX 822946,PHILADELPHIA,PA,16236,US,22-3258100,96240.22,132485553,"Premium Outlet Partners, L.P.",875 S Grand Central Pkwy Las Vegas NV,"Simon Property Group, Inc.",1.0,Yes
365,3714,42004485,"PARIS TOWNE CENTER, LLC",1700 GEORGE BUSH DR E STE 240,COLLEGE STATION,TX,77840-3351,US,88-2967097,25686.79,100334152,Paris Towne Center LLC,1700 Grge Bush Dr E Ste 2 College Station TX,Paris Towne Center LLC,1.0,Yes
366,3716,42004487,GS CENTENNIAL LLC,22698 NETWORK PL,BEACHWOOD,OH,44122,US,34-1723097,75536.12,86046773,Gs Centennial LLC, CLEVELAND OH,Gs Centennial LLC,1.0,Yes
367,3724,42004507,PP - GASTON MALL LLC,1422 BURTONWOOD 200,GASTONIA,NC,28054,US,20-1816824,49508.39,176888803,Pp-Gaston Mall LLC,1422 Burtonwood Dr # 200 Gastonia NC,Pp-Gaston Mall LLC,1.0,Yes
368,3742,42004561,"DERITO TALKING STICK NORTH, LLC",9120 E TALKING STICK WAY STE E1,SCOTTSDALE,AZ,85250,US,47-5184615,52527.54,80150494,"Derito Talking Stick North, LLC",10100 Santa Monica Blvd Los Angeles CA,"Derito Talking Stick North, LLC",1.0000000000000002,Yes
369,3785,42004705,CET LIMITED,PO BOX 1406,SPRING,TX,77383,US,76-0415127,44505.64,42516775,CET Corp,15935 Ne 8th St Ste A101 Bellevue WA,CET Corp,1.0,Yes
370,3794,42004722,"RCG-ROCKWELL, LLC",3060 PEACHTREE RD NW STE 400,ATLANTA,GA,30305,US,84-1788578,55024.33,10405957,"Rcg-Dunn, LLC",3060 Peachtree Rd NW # 40 Atlanta GA,"Rcg-Dunn, LLC",0.72,Yes
371,3806,42004745,"PFP COLUMBUS, LLC",180 E BROAD ST FLR 21,COLUMBUS,OH,43215,US,47-4104857,198932.52,141949888,"Pfp Columbus, LLC",1500 Polaris Pkwy # 2034 Columbus OH,Washington Prime Group Inc.,1.0000000000000002,Yes
372,3811,42004752,"ACS VALLEY BEND SHOPPING CENTER AL,",350 PINE ST STE 800,BEAUMONT,TX,77701,US,37-1779925,43141.96,117181197,"ACS Pine Lake Shopping Center In, LLC",350 Pine St Ste 800 Beaumont TX,"ACS Pine Lake Shopping Center In, LLC",0.8414,Yes
373,3816,42004767,"T TWIN CREEKS FCH TX, LLC",16600 DALLAS PKWY STE 300,DALLAS,TX,75248,US,92-3826138,60171.96,99865889,"T Southgate Fl, LLC",16600 Dallas Pkwy Ste 300 Dallas TX,"T Southgate Fl, LLC",0.7114,Yes
374,3820,42500002,CITY OF HILLSBORO,1725 COLUMBUS AVE,WACO,TX,76701,US,74-6001089,45492.59,19738496,City of Hillsboro,101 Main St Hillsboro MO,City of Hillsboro,1.0,Yes
375,3822,42500006,"REGENCY CENTERS, L.P.",PO BOX 31001-0725,PASADENA,CA,91110-0725,US,59-3429602,40950.31,190720599,"Regency Centers, L.P.",1 Independent Dr Ste 114 Jacksonville FL,Regency Centers Corporation,1.0000000000000002,Yes
376,3839,42500034,"HALPERN PROPERTIES, LLC",5200 ROSWELL RD,ATLANTA,GA,30342,US,58-2432454,35201.0,56208994,"Halpern Enterprises, Inc",5200 Roswell Rd Atlanta GA,"Halpern Enterprises, Inc",0.9214,Yes
377,3847,42500047,WARREN COUNTY TTEE,201 locust street,MCMINNVILLE,TN,37110,US,62-6000890,5023.32,81462947,County of Warren,201 Locust St Ste 1 McMinnville TN,County of Warren,0.8542,Yes
378,3877,42500102,RAF SALINA LLC,3333 Richmond Rd. #320,BEACHWOOD,OH,44122,US,47-3215340,8670.58,87646841,Raf Joplin LLC,3333 Richmond Rd Ste 320 Beachwood OH,Raf Joplin LLC,0.822,Yes
379,3888,43000017,ACME PLASTICS,222 BROWERTOWN ROAD,WOODLAND PARK,NJ,07424,US,22-3313493,3851218.84,79369501,Acme Plastics of New Jersey Inc.,222 Browertown Rd Woodland Park NJ,"Acme Plastics, Inc",0.932,Yes
380,3894,43000118,PIPP MOBILE STORAGE SYSTEMS INC,2966 WILSON DR NW,WALKER,MI,49534,US,20-2370238,890958.88,16538140,"Pipp Mobile Storage Systems, Inc.",1383 Hamilton Pkwy Itasca IL,"Pipp Mobile Storage Systems, Inc.",1.0,Yes
381,3896,43000151,TRANE U.S. INC.,800 BEATY ST STE E,DAVIDSON,NC,28036-6924,US,25-0900465,4629329.67,16541414,Trane U.S. Inc.,135 S Lasalle Dept 2233 Chicago IL,TRANE TECHNOLOGIES PUBLIC LIMITED COMPANY,1.0000000000000002,Yes
382,3898,43000168,COMMERCIAL CONTRACTORS INC,16745 COMSTOCK ST,GRAND HAVEN,MI,49417,US,38-2613640,2195304.82,101633741,"Commercial Contractors, Inc.",16745 Comstock St Grand Haven MI,"Commercial Contractors, Inc.",1.0,Yes
383,3904,43000200,GRAY WEST CONSTRUCTION INC,421 E CERRITOS AVE,ANAHEIM,CA,92805,US,33-0886450,55836.43,180648115,Gray West Construction Inc.,421 E Cerritos Ave Anaheim CA,"Gray, Inc.",1.0000000000000002,Yes
384,3905,43000214,PERMIT RESOURCES,P.O. BOX 3749,MISSION VIEJO,CA,92690-3749,US,32-4449260,62635.36,60477762,"Permit Resources, Inc.",22941 Triton Way Ste 243 Laguna Hills CA,"Permit Resources, Inc.",1.0,Yes
385,3911,43000242,GREENBERG FARROW ARCHITECTURE,1430 W PEACHTREE ST STE 200,ATLANTA,GA,30309,US,58-1276961,995821.28,24430552,Greenberg Farrow Architecture Incorporated,1230 E Rock Springs Rd Ne Atlanta GA,"Greenberg, Farrow, Architecture Incorporated",1.0000000000000002,Yes
386,3914,43000257,TK ELEVATOR CORPORATION,PO BOX 3796,CAROL STREAM,IL,60132-3796,US,62-1211267,11828.88,788147713,Tk Elevator Corporation,3259 E Harbour Dr Ste 100 Phoenix AZ,Vertical Topco S.à r.l.,1.0,Yes
387,3917,43000275,GRAINGER,DEPARTMENT 802219824,PALATINE,IL,60038-0001,US,36-1150280,232198.51,118796860,Grainger,1021 Dr Mrtn L King Jr Bl Nashville TN,Grainger,1.0,Yes
388,3922,43000322,ROTO ROOTER SERVICES INC,5672 COLLECTIONS CENTER DRIVE,CHICAGO,IL,60693,US,42-0499300,7279.7,44470458,Roto-Rooter Services Company,255 E 5th St Ste 2500 Cincinnati OH,Chemed Corporation,1.0,Yes
389,3929,43000388,CARMICHAEL ENGINEERING LTD,3146 LENWORTH DRIVE,MISSISSAUGA,ON,L4X 2G1,CA,100819846,446362.45,244664665,Carmichael Engineering Ltd.,3151 Lenworth Dr MISSISSAUGA ON,Carmichael Engineering Ltd.,1.0,Yes
390,3930,43000442,SHREMSHOCK ARCHITECTS INC,7400 WEST CAMPUS DRIVE SUITE 150,NEW ALBANY,OH,43054,US,31-1023264,982386.37,968437095,"Shremshock Architects, Inc.",7775 Walton Pkwy Ste 250 New Albany OH,"Shremshock Architects, Inc.",1.0,Yes
391,3931,43000444,G2O LLC,2500 CORPORATE EXCHANGE DR STE 300,COLUMBUS,OH,43231,US,46-2424572,213330.0,92156025,"G2o, LLC",5455 Rings Rd Ste 500 Dublin OH,"G2o, LLC",1.0,Yes
392,3932,43000445,ELITE RETAIL SERVICES INC,P.O. Box 618,LAKE JACKSON,TX,77566,US,75-2669443,2906889.32,947722773,"Elite Retail Services, Inc.",465 This Way St Lake Jackson TX,"Elite Retail Services, Inc.",1.0,Yes
393,3940,43000591,RETAIL SECURITY SERVICES INC,3249 ROUTE 12 BLG 4 SUITE 2,MEDFORD,NY,11763,US,46-5613043,712689.29,79996382,"Retail Security Services, Inc.",3249 Route 112 Ste 2 Medford NY,"Retail Security Services, Inc.",1.0000000000000002,Yes
394,3941,43000594,DUGGAL VISUAL SOLUTION INC,63 FLUSHING AVE BLDG 25,BROOKLYN,NY,11205,US,13-1980892,366028.8,1815794,"Duggal Visual Solutions, Inc.",63 Flushing Ave Bldg 25 Brooklyn NY,"Duggal Visual Solutions, Inc.",0.931,Yes
395,3944,43000880,W SERVICES GROUP LLC,500 WHEELER ROAD,HAUPPAUGE,NY,11788,US,80-0513601,312550.69,5095743,"W Services Group, LLC",500 Wheeler Rd Hauppauge NY,"W Services Group, LLC",1.0000000000000002,Yes
396,3946,43000902,TYCO INTEGRATED SECURITY CANADA,40 SHEPPARD AVE WEST 4TH FLR,TORONTO,ON,M2N 6K9,CA,,6297.37,202579124,"Tyco Integrated Fire & Security Canada, Inc",300-40 Sheppard Ave W NORTH YORK ON,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,1.0,Yes
397,3949,43000959,CORNELL STOREFRONT SYSTEMS INC,140 MAFFET ST STE 200,WILKES-BARRE,PA,18705-1003,US,46-5140131,68944.03,831259114,"Cornell Storefront Systems, Inc.",140 Maffett St Wilkes Barre PA,Griffon Corporation,1.0000000000000002,Yes
398,3954,43001056,VFP FIRE SYSTEMS,PO BOX 74008409,CHICAGO,IL,60674-8409,US,41-0593860,249501.91,945623036,VFP Fire Systems,2340 Paysphere Cir Chicago IL,VFP Fire Systems,1.0000000000000002,Yes
399,3955,43001057,PRESIDIO NETWORKED SOLUTIONS,PO BOX 677638,DALLAS,TX,75267-7638,US,45-1263428,9771.18,118094377,Presidio Networked Solutions LLC,12100 Sunset Hills Rd # 3 Reston VA,"Bcec - Port Holdings (delaware), LP",1.0000000000000002,Yes
400,3957,43001067,HOLIDAY FOLIAGE INC,2592 OTAY CENTER DR,SAN DIEGO,CA,92154,US,33-0605886,3708.7,847035102,"Holiday Foliage, Inc.",2592 Otay Center Dr San Diego CA,"Holiday Foliage, Inc.",1.0000000000000002,Yes
401,3960,43001285,CROWN EQUIPMENT CORP,PO BOX 641173,CINCINNATI,OH,45264-1173,US,34-4412691,871340.27,171901077,Crown Equipment Corporation, Cincinnati OH,Crown Equipment Corporation,1.0,Yes
402,3961,43001317,DELL INC,PO BOX 643561,PITTSBURGH,PA,15264,US,74-2616805,3432894.4,152145046,Dell Inc.,13301 McCallen Pass Ste B Austin TX,Dell Technologies Inc.,1.0,Yes
403,3965,43001434,JFROG INC,"LOCKBOX NUMBER 4482, P. O. BOX 8944",LOS ANGELES,CA,90189-4482,US,33-1224916,129000.0,49310205,"Jfrog, Inc.",270 E Caribbean Dr Sunnyvale CA,Jfrog Ltd.,1.0,Yes
404,3968,43001686,WASTE MANAGEMENT,PO BOX 4648,CAROL STREAM,IL,60197-4648,US,25-1673264,111077.12,78382284,"Waste Management, Inc.", Los Angeles CA,"Waste Management, Inc.",1.0,Yes
405,3969,43001764,EXPERIAN MARKETING SOLUTIONS LLC,PO BOX 881971,LOS ANGELES,CA,90088-1971,US,81-4578737,832441.28,80579526,"Experian Marketing Solutions, LLC",475 Anton Blvd Costa Mesa CA,"Vector Capital Management, L.P.",1.0,Yes
406,3972,43001912,CIS SECURITY SOLUTIONS INC,6526 S KANNER HWY STE 229,STUART,FL,34997,US,46-1969653,54020.5,94363907,"CIS Security Solutions, Inc.",6526 S Kanner Hwy Stuart FL,"CIS Security Solutions, Inc.",1.0,Yes
407,3974,43001946,MICRO FOCUS LLC,4555 GREAT AMERICA PKWY STE 400,SANTA CLARA,CA,95054-1243,US,01-0886088,160532.99,40760006,"Micro Focus (us), Inc.",700 King Farm Blvd # 125 Rockville MD,MICRO FOCUS INTERNATIONAL PLC,1.0,Yes
408,3978,43002116,DANNEMANN SIEMSEN ADVOGADOS,RUA MARQUES DE OLINDA 70 PARTE,RIO DE JANEIRO,RJ,22251-040,BR,,18909.35,911095792,DANNEMANN SIEMSEN MEIO AMBIENTE CONSULTORES LTDA,Rua MARQUES DE OLINDA 70 RIO DE JANEIRO RJ,DANNEMANN SIEMSEN MEIO AMBIENTE CONSULTORES LTDA,0.7593,Yes
409,3980,43002236,HP INC,13207 COLLECTION CENTER DR,CHICAGO,IL,60693-3207,US,94-1081436,1343252.87,117043644,HP Inc,1301 Smith Rd Ste 101 Plainfield IN,HP Inc,1.0,Yes
410,3985,43002335,MELINK CORPORATION,5140 RIVER VALLEY RD,MILFORD,OH,45150-9108,US,31-1488610,342275.0,192644011,Melink Corporation,5140 River Valley Rd Milford OH,Melink Corporation,1.0,Yes
411,3986,43002407,NARVAR INC,3 E 3RD AVE STE 211,SAN MATEO,CA,94401-4280,US,80-0854035,441825.0,21042975,"Narvar, Inc.",3 E 3rd Ave Ste 211 San Mateo CA,"Narvar, Inc.",1.0,Yes
412,3988,43002431,SAN JOAQUIN COUNTY ENVIRONMENTAL,1868 E HAZELTON AVE,STOCKTON,CA,95205,US,94-6000531,1146.0,4772302,County of San Joaquin,1810 E Hazelton Ave Stockton CA,County of San Joaquin,0.7593,Yes
413,3989,43002465,RR DONNELLEY,7810 SOLUTION CTR,CHICAGO,IL,60677,US,36-1004130,858542.88,258859128,Rr Donnelley,700-20 Queen St W TORONTO ON,Rr Donnelley,1.0,Yes
414,3994,43002691,CMS PAYMENTS INTELLIGENCE,"55 ALLEN PLAZA STE 320, 55 IVAN ALL",ATLANTA,GA,30308,US,36-4783134,236734.0,66813764,"CMS Payments Intelligence, Inc.",55 Allen Plz Ste 500 Atlanta GA,CMSPI TOPCO LIMITED,1.0,Yes
415,3997,43002865,INCOMM DIGITAL SOLUTIONS LLC,111 SW FIFTH AVE STE 900,PORTLAND,OR,97204,US,46-1819331,62198.0,6403613,"Incomm Digital Solutions, LLC",111 SW 5th Ave Ste 900 Portland OR,HI Technology Corp,1.0,Yes
416,3998,43002889,COUNTY OF SACRAMENTO -,11080 WHITE ROCK RD STE 200,RANCHO CORDOVA,CA,95670-6299,US,,5011.0,34335740,County of Sacramento,651 I St Sacramento CA,County of Sacramento,1.0,Yes
417,4001,43002950,SAN BERNARDINO COUNTY FIRE,157 W FIFTH ST 2ND FLR,SAN BERNARDINO,CA,92415,US,,7124.0,3552754,County of San Bernardino,825 E 3rd St San Bernardino CA,San Bernardino County,1.0000000000000002,Yes
418,4002,43002971,BRIGHTCOVE INC,281 SUMMER ST,BOSTON,MA,02210,US,20-1579162,129936.75,199265070,Brightcove Inc.,281 Summer St Boston MA,Brightcove Inc.,1.0,Yes
419,4003,43003012,RETAIL MECHANICAL SERVICES INC,3249 RTE 112 BLDG 4,MEDFORD,NY,11763,US,81-3472686,617505.71,79996382,"Retail Security Services, Inc.",3249 Route 112 Ste 2 Medford NY,"Retail Security Services, Inc.",0.7645,Yes
420,4005,43003181,COUNTY OF ORANGE / ORANGE COUNTY,1241 E DYER RD STE 120,SANTA ANA,CA,92705-5611,US,,4608.0,12981593,County of Orange,255 Main St Ste 1055 Goshen NY,County of Orange,1.0,Yes
421,4007,43003340,THE CAR PARK OF NEW YORK LLC,702 W IDAHO ST STE 400,BOISE,ID,83702,US,82-2840492,5400.0,138568014,The Car Park LLC,702 W Idaho St Ste 400 Boise ID,The Car Park LLC,0.9117,Yes
422,4009,43003352,SHANGHAI SHINSHOP ARTS & CRAFTS,258 XUAN LAN ROAD PUDONG,SHANGHAI,020,201300,CN,310115586842466,2777188.57,544528778,"Shanghai Shinshop Arts & Crafts Co., Ltd",No 258 Xuanlan Road Pudong Shanghai SH,"Shanghai Shinshop Arts & Crafts Co., Ltd",1.0,Yes
423,4010,43003444,ECLIPSECORP LLC,825 TAYLOR RD,GAHANNA,OH,43230,US,27-3352661,177608.12,173111175,"Eclipsecorp, LLC",825 Taylor Rd Columbus OH,"Eclipsecorp, LLC",1.0,Yes
424,4011,43003449,COUNTY OF SAN LUIS OBISPO - EH,"2156 SIERRA WAY, SUITE B",SAN LUIS OBISPO,CA,93406,US,,219.72,4312935,County of San Luis Obispo,2156 Sierra Way Ste A San Luis Obispo CA,County of San Luis Obispo,0.9127,Yes
425,4014,43003544,TULARE COUNTY ENVIRONMENTAL HEALTH,5957 SOUTH MOONEY BLVD.,VISALIA,CA,93277,US,,23.1,56876477,County of Tulare,5957 S Mooney Blvd Visalia CA,County of Tulare,0.862,Yes
426,4017,43003596,SPEER MECHANICAL,5255 SINCLAIR RD,COLUMBUS,OH,43229,US,31-4418873,652334.72,117366757,Speer Industries Incorporated,5255 Sinclair Rd Columbus OH,Speer Industries Incorporated,0.8967,Yes
427,4019,43003694,SUTTER COUNTY ENVIRONMENTAL HEALTH,1130 CIVIC CENTER BLVD STE A,YUBA CITY,CA,95993,US,,462.0,76123488,"SUTTER, COUNTY OF",1160 Civic Center Blvd A Yuba City CA,"SUTTER, COUNTY OF",0.7302,Yes
428,4020,43003720,THE IMAGINE GROUP LLC,1000 VALLEY PARK DR,SHAKOPEE,MN,55379,US,81-1918124,15459.9,31674963,The Imagine Group LLC,804 Valley Park Dr Shakopee MN,The Imagine Group LLC,1.0,Yes
429,4021,43003747,UIPATH INC,"311 WEST 43 STREET, FLOOR 13",NEW YORK,NY,10036,US,47-4333187,48696.35,118534165,"Uipath, Inc.",90 Park Ave FL 20 New York NY,"Uipath, Inc.",1.0,Yes
430,4022,43003751,REXEL USA INC,270 LOCUST STREET,HARTFORD,CT,06114,US,20-5021845,2740397.42,783804169,"Rexel Usa, Inc.",270 Locust St Hartford CT,REXEL,1.0000000000000002,Yes
431,4023,43003770,CUSHMAN AND WAKEFIELD US INC,128 N FIRST ST PO BOX 589,COLWICH,KS,67030,US,43-0955234,39156.08,52156623,"Cushman & Wakefield, Inc.",55 West Port Plz Ste 600 Saint Louis MO,CUSHMAN & WAKEFIELD PLC,1.0,Yes
432,4024,43003802,CITY OF SANTA ROSA,2373 CIRCADIAN WAY,SANTA ROSA,CA,95407,US,,680.4,71879464,"Santa Rosa, City of",100 Santa Rosa Ave Ste 6 Santa Rosa CA,"Santa Rosa, City of",1.0000000000000002,Yes
433,4025,43003880,CITY OF SANTA MONICA,PO BOX 2200,SANTA MONICA,CA,90407-2200,US,,2197.0,616944765,City of Santa Monica,1685 Main St Ste 310 Santa Monica CA,City of Santa Monica,1.0,Yes
434,4027,43003895,LAZ PARKING CALIFORNIA LLC,651 PASEO NUEVO,SANTA BARBARA,CA,93101,US,26-1164708,16522.91,10398130,Laz Parking California LLC,275 E 4th St Long Beach CA,Laz Parking California LLC,1.0,Yes
435,4028,43003908,CITY OF GOODYEAR,190 N LITCHFIELD RD,GOODYEAR,AZ,85338,US,,75.0,62528593,Residence Inn Phoenix Goodyear,2020 N Litchfield Rd Goodyear AZ,Residence Inn Phoenix Goodyear,0.7025,Yes
436,4029,43003911,MICROSOFT LICENSING GP,6100 NEIL RD DEPT #551 STE 210,RENO,NV,89511-1137,US,88-0443249,5386581.74,967280566,"Microsoft Licensing, GP",1950 N Stemmons Fwy # 5010 Dallas TX,"Microsoft Licensing, GP",1.0,Yes
437,4031,43004068,DAVACO LP,4050 VALLEY VIEW LN STE 150,IRVING,TX,75038,US,82-3970631,11595.0,81504195,"Davaco, LP",4050 Valley View Ln # 150 Irving TX,"Davaco, Inc.",1.0,Yes
438,4036,43004274,THE TREADSTONE GROUP INC,2173 SMITH HARBOUR DR,DENVER,NC,28037,US,04-3590945,500.0,121443084,The Treadstone Group Inc,2173 Smith Harbour Dr Denver NC,The Treadstone Group Inc,1.0,Yes
439,4038,43004314,KYRIBA CORP,PO BOX 207796,DALLAS,TX,75320,US,98-0216502,757.75,132352415,Kyriba Corp.,4435 Estgate Mall Ste 200 San Diego CA,Kyriba Corp.,1.0,Yes
440,4040,43004336,COOLEY LLP,101 CALIFORNIA ST FLR 5,SAN FRANCISCO,CA,94111,US,94-1140085,12276.630000000001,60136504,Cooley LLP,3175 Hanover St Palo Alto CA,Cooley LLP,1.0,Yes
441,4043,43004423,SMARTBEAR SOFTWARE INC,450 ARTISAN WAY FL 4,SOMERVILLE,MA,02145-1261,US,94-3340607,15211.79,101748056,Smartbear Software Inc.,450 Artisan Way Ste 400 Somerville MA,Smartbear Software Inc.,1.0,Yes
442,4044,43004473,HEIDRICK AND STRUGGLES INC,1133 PAYSPHERE CIR,CHICAGO,IL,60674,US,36-4277938,370933.17,805169497,"Heidrick & Struggles International, Inc.",1133 Paysphere Cir Chicago IL,"Heidrick & Struggles International, Inc.",0.979,Yes
443,4050,43004662,MINISTRY OF FINANCE,1802 DOUGLAS ST,VICTORIA,BC,V8T 4K6,CA,,74612.77,558507913,MINISTRY OF FINANCE,"in front of El Sekka El Hadid Club 1 Ramsis extension street, Mi CAIRO ",ARAB REPUBLIC OF EGYPT,1.0000000000000002,Yes
444,4051,43004736,POND5 INC,350 FIFTH AVE 21ST FLR,NEW YORK,NY,10118,US,26-1575318,450.0,78384811,"Pond5, Inc.",350 5th Ave FL 21 New York NY,"Shutterstock, Inc.",1.0,Yes
445,4057,43004860,DASH HUDSON INC,FL 6 - 1668 BARRINGTON ST,HALIFAX,NS,B3J 2A2,CA,828068643,36040.04,203899377,Dash Hudson Inc.,1668 Barrington St Unit 600 HALIFAX NS,Dash Hudson Inc.,1.0,Yes
446,4059,43004913,NCR CORP,3097 SATELLITE BLVD,DULUTH,GA,30096,US,31-0387920,12332.16,1316090,NCR Corporation,864 Spring St NW Atlanta GA,NCR Corporation,1.0,Yes
447,4063,43004998,SAMFIRU TUMARKIN LLP,350 BAY ST 10TH FLR,TORONTO,ON,M5H 2S6,CA,858360555RT0001,1132.34,248713518,Samfiru Tumarkin LLP,350 Bay St TORONTO ON,Samfiru Tumarkin LLP,1.0000000000000002,Yes
448,4064,43005024,"DOCUSIGN, INC.","DEPT 3428, PO BOX 123428",DALLAS,TX,75312,US,91-2183967,33489.56,113807993,Docusign Inc,1001 E Campbell Rd Richardson TX,Docusign Inc,1.0,Yes
449,4067,43005043,IMPETUS TECHNOLOGIES INC,720 UNIVERSITY AVE STE #130,LOS GATOS,CA,95032,US,77-0436459,1577737.0,16797818,"Impetus Technologies, Inc.",720 University Ave # 130 Los Gatos CA,IMPETUS TECHNOLOGIES INDIA PRIVATE LIMITED,1.0,Yes
450,4068,43005052,"CORNERSTONE ONDEMAND, INC",PO BOX 737270,DALLAS,TX,75373-7270,US,13-4068197,101140.11,128667701,"Cornerstone Ondemand, Inc.",1601 Cloverf Blvd 620s Santa Monica CA,"Sunshine Software Holdings, Inc.",1.0,Yes
451,4069,43005057,APEX COMPANIES LLC,PO BOX 69142,BALTIMORE,MD,21264-9142,US,52-1562320,11050.0,189205032,"Apex Companies, LLC",15850 Crabbs Branch Way # 200 Rockville MD,"Apex Companies, LLC",1.0,Yes
452,4074,43005150,BRICKER & ECKLER LLP,100 S THIRD ST,COLUMBUS,OH,43050,US,31-4359739,5145.43,81283939,Bricker & Eckler LLP,100 S 3rd St Ste B Columbus OH,Bricker & Eckler LLP,1.0000000000000002,Yes
453,4077,43005206,"LOGISTYX TECHNOLOGIES, LLC",75 REMITTANCE DR DEPT 6682,CHICAGO,IL,60008,US,82-0880400,166324.3,107733696,"Logistyx Technologies, LLC",1701 Golf Rd Ste 1-1100 Rolling Meadows IL,"E2open Parent Holdings, Inc.",1.0,Yes
454,4078,43005229,ENGINEERED NETWORK SYS LLC,14451 EWING AVE STE 100,BURNSVILLE,MN,55306,US,47-4915544,107923.18,828145628,"Engineered Network Systems, LLC",14451 Ewing Ave S Burnsville MN,"Havis, Inc.",0.85,Yes
455,4082,43005320,CITY OF HESPERIA,9700 SEVENTH AVE,HESPERIA,CA,92345,US,,117.0,196974638,City of Hesperia,9700 7th Ave Hesperia CA,City of Hesperia,1.0,Yes
456,4086,43005389,BDO USA LLP,PO BOX 642743,PITTSBURGH,PA,15264,US,13-5381590,9057.9,73425050,"Bdo Usa, LLP",1100 Peachtree St Ne # 700 Atlanta GA,Michaël Delbeke bedrijfsrevisor,1.0000000000000002,Yes
457,4088,43005412,COMPSYCH CORPORATION,455 N CITYFRONT PLAZA DR,CHICAGO,IL,60611,US,36-3739783,220071.06,784245842,Compsych Management Corporation,455 N Cityfront Plaza Dr # 1300 Chicago IL,Compsych Management Corporation,0.9071,Yes
458,4094,43005699,CYBRARY INC,5801 UNIVERSITY RESEARCH CT STE 150,COLLEGE PARK,MD,20740,US,47-4903901,31152.0,79758241,"Cybrary, Inc.",4600 River Rd Ste 400 Riverdale Park MD,"Cybrary, Inc.",1.0,Yes
459,4103,43005915,GREENBERG TRAURIG LLP,8400 NW 36TH ST STE 400,DORAL,FL,33166,US,13-3613083,6375.2,840454508,"Greenberg Traurig, LLP",2101 L St NW FL 10 Washington DC,"Greenberg Traurig, P.A.",1.0,Yes
460,4104,43005942,APEX ANALYTIX LLC,1501 HIGHWOODS BLVD STE 200,GREENSBORO,NC,27410,US,26-4652390,32832.4,807636766,"Apex Analytix, LLC",1501 Highwoods Blvd # 200 Greensboro NC,Apex Analytix Holding LLC,1.0,Yes
461,4110,43006077,LAZ PARKING LIMITED LLC,100 CAMBRIDGESIDE PL LEVEL G1,CAMBRIDGE,MA,02141,US,26-1164708,3445.0,12142961,"Laz Parking Ltd, LLC",225 Franklin St Boston MA,"Laz Karp Associates, LLC",1.0,Yes
462,4112,43006164,ALVAREZ AND MARSAL CONSUMER AND,600 MADISON AVE 8TH FLR,NEW YORK,NY,10022,US,56-2409465,6444106.93,186345062,"Alvarez & Marsal, Inc.",600 Madison Ave FL 8 New York NY,"Alvarez & Marsal Corporate Performance Improvement, LLC",0.72,Yes
463,4113,43006169,GENERATOR SYSTEMS LLC,2246 PORT CENTRE,MEDINA,OH,44256,US,30-0751471,10624.970000000001,78751175,"Generator Systems, LLC",2246 Port Centre Dr Medina OH,"Generator Systems, LLC",1.0000000000000002,Yes
464,4117,43006211,AURUS INC,1 EDGEWATER DR STE 200,NORWOOD,MA,02062,US,42-1681045,934247.0,117128730,"Aurus, Inc.",1 Edgewater Dr Ste 200 Norwood MA,AURUS TECH PRIVATE LIMITED,1.0,Yes
465,4121,43006275,UPLAND SOFTWARE INC,PO BOX 205921,DALLAS,TX,75320-5921,US,27-2992077,304749.1,969926349,"Upland Software, Inc.",401 Congress Ave Ste 1850 Austin TX,"Upland Software, Inc.",1.0000000000000002,Yes
466,4122,43006319,ATTENTIVE MOBILE INC,221 RIVER ST 9TH FLR,HOBOKEN,NJ,07030,US,81-3899446,1849017.45,88944594,Attentive Mobile Inc.,221 River St Ste 9 Hoboken NJ,Attentive Mobile Inc.,1.0,Yes
467,4127,43006463,BRANCH METRICS INC,DEPT 0602 PO BOX 120602,DALLAS,TX,75312-0602,US,46-2998750,346258.44,78883588,"Branch Metrics, Inc.",195 Page Mill Rd Ste 101 Palo Alto CA,"Branch Metrics, Inc.",1.0000000000000002,Yes
