index,SUPPLIER_NBR,SUPPLIER_ERP,SUPPLIER_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_ZIP_CDE,SUPPLIER_COUNTRY,SUPPLIER_TAX_ID,SPEND_USD,D-U-N-S Number,business_name,street_address,Global Ultimate Business Name,cosine_similarity,match
3529,42004101,OPB REALTY INC.,221 GLENDALE AVE,ST CATHERINES,ON,L2T 2K9,CA,138284856,113854.90000000001,30384325,City of Glendale,141 N Glendale Ave FL 2 Glendale CA,City of Glendale,0.2591,No
3530,42004102,"UG2 SOLON OH, LP",850 MAIN AVE STE 210,CLEVELAND,OH,44113,US,86-1848414,35211.72,17435137,Baker & Hostetler LLP, Cleveland OH,Baker & Hostetler LLP,0.3541,No
3531,42004103,SIERRA VISTA REALTY HOLDING LLC,1010 NORTHERN BLVD STE 212,GREAT NECK,NY,11021,US,87-1457567,12261.359999999999,13423635,"H Mart West, Inc.",495 Great Neck Rd Great Neck NY,"H Mart West, Inc.",0.3726,No
3532,42004104,WYOMING VALLEY MALL REALTY,"1909 Tyler Street, Ste 403",HOLLYWOOD,FL,33020,US,87-1826380,61551.82,556552842,Dr. Neil Kappelman MD, Hollywood FL,Dr. Neil Kappelman MD,0.3016,No
3533,42004105,MALL ST VINCENT REALTY HOLDING LLC,1010 NORTHERN BLVD STE 212,GREAT NECK,NY,11021,US,87-1428054,21950.04,13423635,"H Mart West, Inc.",495 Great Neck Rd Great Neck NY,"H Mart West, Inc.",0.3726,No
3534,42004113,MCKINLEY MALL REALTY HOLDING LLC,1010 NORTHERN BLVD STE 212,GREAT NECK,NY,11021,US,87-1034777,1280.07,13423635,"H Mart West, Inc.",495 Great Neck Rd Great Neck NY,"H Mart West, Inc.",0.3726,No
3535,42004115,"AP FOOTHILL VILLAGE, LLC","LOCKBOX 005908, PO BOX 645908",CINCINNATI,OH,45264-5908,US,84-3245276,42843.19,175308035,"T-Mobile Usa, Inc.", Cincinnati OH,"T-Mobile Us, Inc.",0.24,No
3537,42004121,"DALTON DEVELOPMENT PARTNERS, LLC",105 TALLAPOOSA ST STE 307,MONTGOMERY,AL,36104,US,36-4874767,49897.62,117135125,Alabama Department of Revenue, Montgomery AL,State of Alabama,0.3266,No
3538,42004125,"FR GROSSMONT, LLC",PO BOX 846073,LOS ANGELES,CA,90084-6073,US,86-3950468,61520.19,806230806,"Cbre, Inc", Los Angeles CA,"Cbre, Inc",0.3557,No
3539,42004126,RIVER HILLS MALL REALTY HOLDING LLC,1010 NORTHERN BLVD,GREAT NECK,NY,11021,US,87-1245519,66273.44,13423635,"H Mart West, Inc.",495 Great Neck Rd Great Neck NY,"H Mart West, Inc.",0.4178,No
3540,42004128,WASHINGTON PARK MALL REALTY,1010 NORTHERN BLVD STE 212,GREAT NECK,NY,11021,US,87-1501728,18509.52,13423635,"H Mart West, Inc.",495 Great Neck Rd Great Neck NY,"H Mart West, Inc.",0.3726,No
3541,42004129,"BLVDCON, LLC",PO BOX 713201,PHILADELPHIA,PA,19171,US,16-1549911,84229.98,807460311,Hartford Life and Accident Insurance Company, Philadelphia PA,"Hartfold Holdings, Inc.",0.3442,No
3542,42004130,CANTON MARKETPLACE OWNER LLC,PROPERTY 0367-007955 PO NOC 411144,BOSTON,MA,02241-1144,US,35-2571200,53583.68,118732592,Canton & Company LLC,307 S Eaton St Baltimore MD,Canton & Company LLC,0.2135,No
3543,42004131,"E-GATE 95, LLC",PO BOX 713201,PHILADELPHIA,PA,19171-3201,US,16-1549911,63346.41,807460311,Hartford Life and Accident Insurance Company, Philadelphia PA,"Hartfold Holdings, Inc.",0.3442,No
3544,42004132,"95 NYRPT, LLC",PO BOX 713201,PHILADELPHIA,PA,19171,US,16-1549911,66787.66,807460311,Hartford Life and Accident Insurance Company, Philadelphia PA,"Hartfold Holdings, Inc.",0.3442,No
3545,42004135,LONG GREEN LLC,PO BOX 899,ANTIOCH,IL,60002,US,39-1929996,37446.72,100622905,Tyler Long,828 Irma Dr Antioch TN,Tyler Long,0.3551,No
3546,42004138,"JPMBB 2015-C28 IN WA WI PROPERTIES,",2100 W 7TH ST,FORT WORTH,TX,76107,US,38-3968473,69179.09999999999,59987111,Wich Wich,2913 W 7th St Fort Worth TX,Wich Wich,0.4492,No
3547,42004140,"LBX EVERGREEN, LLC",3162 JOHNSON FERRY RD STE 260-225,MARIETTA,GA,30062,US,87-2200935,87890.38,4963950,J Christopher's Inc,1205 Johnson Ferry Rd Marietta GA,J Christopher's Inc,0.3882,No
3548,42004145,"KAUS PR REIT, LLC DBA DDR DEL SOL",PO BOX 70106,SAN JUAN,PR,00936,US,66-0985862,113296.24,941994001,Asume, San Juan PR,Asume,0.4559,No
3549,42004151,KS BAYSHORE INC,100 BAYSHORE DR,OTTAWA,ON,K3B 8C1,CA,796788602,150315.2,253983373,Nova Networks Inc,1700 Woodward Dr Suite 100 OTTAWA ON,Nova Networks Inc,0.3088,No
3550,42004155,"GEENEN DEKOCK PROPERTIES, LLC",12 W 8THST STE 250,HOLLAND,MI,49424,US,38-3162383,59908.799999999996,21909990,Public,52 W 8th St Holland MI,Public,0.2686,No
3551,42004160,REEP-RTL DTC VA LLC,PO BOX 22622,NEW YORK,NY,10087-2622,US,85-2603623,113054.21,104887639,Tbp Brookfield LLC, New York NY,Tbp Brookfield LLC,0.3243,No
3552,42004161,TEMPLE MALL REALTY HOLDING LLC,1010 NORTHERN BLVD STE 212,GREAT NECK,NY,11021,US,87-2025249,26257.56,13423635,"H Mart West, Inc.",495 Great Neck Rd Great Neck NY,"H Mart West, Inc.",0.3726,No
3553,42004164,PROMENADE SHOPS - 10220472 LLC,PO BOX 715524,CINCINNATI,OH,45271-5524,US,38-4083245,89862.36,175308035,"T-Mobile Usa, Inc.", Cincinnati OH,"T-Mobile Us, Inc.",0.3297,No
3554,42004166,TVO MALL OWNER LLC,200 E LONG LAKE RD STE 300,BLOOMFIELD HILLS,MI,48304,US,38-3097317,272295.12,67360685,Agree Realty Corporation,70 E Long Lake Rd Bloomfield Hills MI,Agree Realty Corporation,0.528,No
3555,42004167,REBEL MERCANTILE HOLDINGS LLC,9063 CORPORATE GARDENS DR,GERMANTOWN,TN,38138,US,87-1763570,47736.9,78405588,Michael Cardell Love Estate, Germantown TN,Michael Cardell Love Estate,0.3407,No
3556,42004169,DOS LAGOS SQUARED LLC,3535 INLAND EMPIRE BLVD,ONTARIO,CA,91761,US,87-3106252,68725.41,60902607,Drive In Sonic Drive,3602 Inland Empire Blvd B220 Ontario CA,Drive In Sonic Drive,0.4321,No
3557,42004170,COLUMBIA MALL PARTNERSHIP,1321 N COLUMBIA CTR BLVD STE 335,KENNEWICK,WA,99336,US,34-1769976,4056.0,96859180,The Jalapeno Grill LLC,1321 N Clmbia Ctr Blvd St Kennewick WA,The Jalapeno Grill LLC,0.4465,No
3558,42004171,QR RUSHMORE LLC,2200 N MAPLE AVE,RAPID CITY,SD,57701,US,87-1703049,78754.21,557108156,City of Rapid City,300 Kansas City St Rapid City SD,City of Rapid City,0.4043,No
3559,42004173,BCDPF BARROW CROSSING LEASE,PO BOX 809144,CHICAGO,IL,60680-9144,US,20-2675640,67989.03,943194449,"Samsung Semiconductor, Inc.", Chicago IL,"Samsung Electronics Co., Ltd.",0.2929,No
3561,42004175,"USPG PORTFOLIO SIX, LLC",PO BOX 75761,CLEVELAND HEIGHTS,OH,44101-4744,US,03-0454467,37732.32,17435137,Baker & Hostetler LLP, Cleveland OH,Baker & Hostetler LLP,0.3041,No
3562,42004176,RC DURHAM CENTRE LP,157 HARWOOD AVE N UNIT C004,AJAX,ON,L1Z 0A1,CA,31-1273809,48482.86,208951192,Power Battery Sales Ltd,165 Harwood Ave N AJAX ON,Power Battery Sales Ltd,0.403,No
3563,42004177,HAAS BHCP PROPERTY OWNER LLC,PO BOX 935847,ATLANTA,GA,31103-5847,US,87-1814631,33108.76,969922686,D & H Distributing Co, Atlanta GA,D & H Distributing Co,0.3069,No
3564,42004178,SR SUN CENTER LLC,DEPT L 4187,COLUMBUS,OH,43260-4187,US,45-3110300,110239.02,607090115,Florida Sun Corp.,5939 E Main St Columbus OH,Florida Sun Corp.,0.293,No
3565,42004179,ONNI BURBANK TOWN CENTER LLC,201 E MAGNOLIA BLVD STE 151,BURBANK,CA,91502,US,35-2723115,6354.38,621566491,"Porto's Bakery Burbank, Inc.",3614 W Magnolia Blvd Burbank CA,"Porto's Bakery Burbank, Inc.",0.4706,No
3566,42004181,CB EQUITIES MT ROYAL LLC,58 MEADOWBROOK CIRCLE,SUDBURY,MA,01776,US,82-2370905,8400.0,199946831,New Mt. Vernon Baptist Church,521 Meadowbrook St Detroit MI,New Mt. Vernon Baptist Church,0.2868,No
3567,42004185,"ARC PRLAWKS001, LLC",C/O HIFFMAN NATIONAL,OACKBROOK TERRACE,IL,60181,US,30-0762053,33454.59,680231726,"ARC CO.,LTD.","144-2, SHIOMI ABASHIRI HKD","ARC CO.,LTD.",0.2083,No
3568,42004186,BLAINE SHOPPING CENTER LLC,814 COMMERCE DR STE 300,OAK BROOK,IL,60523,US,87-2344315,58538.11,124116746,Innovista LLC,814 Commerce Dr Ste 350 Oak Brook IL,Innovista LLC,0.5803,No
3571,42004193,BLAKENEY REGENCY LLC,PO BOX 532955,ATLANTA,GA,30353-2955,US,59-3429602,74779.31999999999,969922686,D & H Distributing Co, Atlanta GA,D & H Distributing Co,0.3069,No
3572,42004194,CROSSROADS MALL REALTY HOLDING LLC,1010 NORTHERN BLVD STE 212,GREAT NECK,NY,11021,US,87-3528009,132893.32,13423635,"H Mart West, Inc.",495 Great Neck Rd Great Neck NY,"H Mart West, Inc.",0.3726,No
3573,42004195,WESTCOR REALTY LIMITED PARTNERSHIP,"DEPT 880450, PO BOX 29650",PHOENIX,AZ,85038-9650,US,86-0769423,165391.38,95092321,Dept of Revenue Arizona, Phoenix AZ,State of Arizona,0.2677,No
3574,42004196,HSC PROPERTY OWNER LLC,PO BOX 848727,LOS ANGELES,CA,90084-8727,US,87-1645359,179558.34,806230806,"Cbre, Inc", Los Angeles CA,"Cbre, Inc",0.3508,No
3575,42004197,WOODBRIGE CENTER PROPERTY LLC,7855 SOLUTION CTR,CHICAGO,IL,60677-7008,US,83-1687787,75939.79000000001,116981236,R. R. Donnelley & Sons Company,"7810 Solution Ctr, Chicago IL","Chatham Delta Parent, Inc.",0.3761,No
3576,42004199,"JL PLAZA FB INVESTORS, LLC",200 S MICHIGAN AVE STE 400,CHICAGO,IL,60604-2411,US,87-2970715,70757.81999999999,49177696,Matson Navigation Co,400 N Michigan Ave Chicago IL,Matson Navigation Co,0.5507,No
3577,42004201,"WRI JT PEMBROKE COMMONS, LP",PO BOX 30344,TAMPA,FL,33630,US,27-1128038,60859.2,71183573,Teco, Tampa FL,Teco,0.3752,No
3578,42004202,WESTCOR REALTY LIMITED PARTNERSHIP,DEPT 880467 PO BOX 29650,PHOENIX,AZ,85038-9650,US,86-0769423,86097.42,95092321,Dept of Revenue Arizona, Phoenix AZ,State of Arizona,0.2644,No
3579,42004205,BVA ALAMO SPE LLC,PO BOX 6288,HICKSVILLE,NY,11802,US,87-1600869,72625.68,967314274,"Masala Wok, Inc.",107 Broadway Ste A Hicksville NY,"Masala Wok, Inc.",0.2798,No
3580,42004206,RIVERTOWN CROSSINGS JV LLC,SDS-12-1796 PO BOX 86,MINNEAPOLIS,MN,55486-1796,US,83-1649058,177717.52,121821149,"Pcg Trading, LLC", Minneapolis MN,"Arrow Electronics, Inc.",0.2733,No
3581,42004210,"DANBURY MALL, LLC",PO BOX 29650,PHOENIX,AZ,85038-9650,US,16-1579518,250626.36,95092321,Dept of Revenue Arizona, Phoenix AZ,State of Arizona,0.3762,No
3582,42004215,"DCC KINGSPORT, LLC",1141 N LOOP 1604 E 105-440,SAN ANTONIO,TX,78232,US,87-3613182,39636.200000000004,127518467,"Sushi Zushi of Texas, LLC",1141 N Loop 1604 E Ste 10 San Antonio TX,"Sushi Zushi of Texas, LLC",0.5485,No
3583,42004220,"KRCX WRI HOLDINGS, LLC",PO BOX 30344,TAMPA,FL,33630,US,13-2744380,120611.42,71183573,Teco, Tampa FL,Teco,0.3752,No
3584,42004225,LAKE CHARLES BB RETAIL HOLDING LLC,109 NORTHPARK BLVD STE 300,COVINGTON,LA,70433,US,82-1466833,44323.76,958008232,Westland Hc LLC,109 Northpark Blvd # 300 Covington LA,Westland Hc LLC,0.6558,No
3585,42004226,"NORTH KINGS HIGHWAY, LLC",1700 MARKET LN,NORFOLK,NE,68701,US,84-2153188,15000.0,87132973,Town of Norfolk,1 Liberty Ln Norfolk MA,Town of Norfolk,0.299,No
3586,42004227,MACERICH NORTH PARK MALL LLC,"DEPT 880482 , PO BOX 29650",PHOENIX,AZ,85038-9650,US,86-0769423,104796.73,95092321,Dept of Revenue Arizona, Phoenix AZ,State of Arizona,0.2644,No
3587,42004229,"CH REALTY III/CLACKAMAS, LLC",PO BOX 30344,TAMPA,FL,33630,US,20-8143419,81567.27,71183573,Teco, Tampa FL,Teco,0.3752,No
3588,42004231,"GLENDALE CENTRE, LLC",33251 COLLECTIONS CTR DR,CHICAGO,IL,60693,US,20-1453863,58425.82,965750164,Robert Half International Inc.,12400 Collections Ctr Dr Chicago IL,Robert Half International Inc.,0.3769,No
3589,42004232,ATLAS VI JCP CARSON LLC,PO BOX 51101,NEWARK,NJ,07101,US,85-2398976,80414.72,617556709,"Mercer Human Resource Consulting, Inc.", Newark NJ,"Marsh & McLennan Companies, Inc.",0.366,No
3590,42004233,"CORNERSTONE CENTER 2, LLC",174 CORNERSTONE CT STE B,HOT SPRINGS,AZ,71913,US,20-3434519,35500.02,17373874,The Villa Inc,110 Central Ave Hot Springs AR,The Villa Inc,0.2546,No
3591,42004234,"BZA KENOSHA, LLC",26711 NORTHWESTERN HWY STE 150,SOUTHFIELD,MI,48033,US,87-1230344,34709.82,44960581,Harley Ellis Devereaux Corp,26913 Northwestern Hwy Southfield MI,Harley Ellis Devereaux Corp,0.3805,No
3592,42004235,CTO 21 APEX LLC,1140 N WILLIAMSON BLVD STE 140,DAYTON BEACH,FL,32114,US,59-0483700,48212.96,807098756,Lavender Home Improvements,1140 Dayton Brandt Rd Troy OH,Lavender Home Improvements,0.2669,No
3593,42004236,TRIANGLE TOWN CENTER REALTY,1010 NORTHERN BLVD STE 212,GREAT NECK,NY,11021,US,87-3025013,144161.61000000002,13423635,"H Mart West, Inc.",495 Great Neck Rd Great Neck NY,"H Mart West, Inc.",0.3726,No
3594,42004240,MCALISTER COURT LLC,6806 PARAGON PLACE SUITE 120,RICHMOND,VA,23230,US,81-1214532,20790.0,55889094,"Tappahannock Realty, LLC",6802 Paragon Pl Richmond VA,"Tappahannock Realty, LLC",0.3809,No
3595,42004242,"SM EASTLAND MALL, LLC","DEPT 880479, PO BOX 29650",PHOENIX,AZ,85038-9650,US,95-4430951,288462.24,95092321,Dept of Revenue Arizona, Phoenix AZ,State of Arizona,0.2677,No
3596,42004243,"MACERICH STONEWOOD, LLC","DEPT 880463, PO BOX 29650",PHOENIX,AZ,85038-9650,US,95-4665575,153339.80000000002,95092321,Dept of Revenue Arizona, Phoenix AZ,State of Arizona,0.2644,No
3597,42004244,"T EASTGATE PLAZA NR NV, LLC",PO BOX 209277,AUSTIN,TX,78720-9277,US,87-3665930,46111.8,859352171,"Workforce Commission, Texas", Austin TX,"Workforce Commission, Texas",0.3335,No
3598,42004245,"VIWY, LP",633 W GERMANTOWN PIKE STE 104,PLYMOUTH MEETING,PA,19462,US,65-1301225,67725.0,79615338,"Exeter - Core Industrial Reit III, LLC",140 W Germantown Pike Plymouth Meeting PA,"Exeter - Core Industrial Reit III, LLC",0.5056,No
3599,42004247,WRI SUMMIT REIT LP,PO BOX 30344,TAMPA,FL,33630,US,47-4303836,39217.92,71183573,Teco, Tampa FL,Teco,0.3752,No
3600,42004256,"CENTENNIAL WESTLAND MALL PARTNERS,",14800 FRYE RD 2ND FLR,FORT WORTH,TX,76155,US,87-3164591,349942.08999999997,115294111,"Retail Partners - Town South, LLC", Fort Worth TX,"Retail Partners - Town South, LLC",0.3726,No
3601,42004257,MONTGOMERY MALL REALTY HOLDING,1010 NORTHERN BLVD STE 212,GREAT NECK,NY,11021,US,87-3371332,158800.2,13423635,"H Mart West, Inc.",495 Great Neck Rd Great Neck NY,"H Mart West, Inc.",0.3726,No
3602,42004259,QUINTE MALL HOLDINGS INC,390 N FRONT ST,BELLEVILLE,ON,K8P 3E1,CA,758592208,66673.62,46036691,Detroit Metro Airport, Belleville MI,Detroit Metro Airport,0.3987,No
3603,42004265,"GRI-REGENCY, LLC",3061 SOLUTIONS CTR,CHICAGO,IL,60677-3000,US,20-2332486,52174.11,128384513,Enersys,1604 Solutions Ctr Chicago IL,Enersys,0.3997,No
3604,42004266,DEVONSHIRE HOLDINGS INC,3100 HOWARD AVE,WINDSOR,ON,N8X 3Y8,CA,758592208RT0002,293052.92,18678508,"Blake Group Holdings, Inc.",4 New Park Rd East Windsor CT,"Franklin Electric Co., Inc.",0.2821,No
3605,42004267,DAYTON MALL II LLC,180 E BROAD ST FLR 21,COLUMBUS,OH,43215,US,45-5073963,95546.94,118136208,"Clay Terrace Partners, LLC",180 E Broad St Columbus OH,"Clay Terrace Partners, LLC",0.5216,No
3606,42004269,"RICE KELVIN PARTNERS, LTD",5700 WOODWAY DR STE 200,HOUSTON,TX,77057,US,76-0421351,116147.42,67220312,Qualitas Health Inc.,4900 Woodway Dr Houston TX,Qualitas Health Inc.,0.4178,No
3607,42004270,EATONTOWN MONMOUTH MALL LLC,PO BOX 738088,EATONTOWN,NJ,75373-8088,US,38-3661859,117821.51999999999,833932580,"Aspire Technology Partners, LLC",35 James Way Eatontown NJ,"Aspire Technology Partners, LLC",0.2921,No
3608,42004271,"JOHNSTOWN SHOPPING CENTER, LLC",1851 W INDIANTOWN RD STE 101,JUPITER,FL,33458,US,20-1882053,49927.5,793087453,Galley Inc,3900 E Indiantown Rd Jupiter FL,Galley Inc,0.4282,No
3609,42004272,"3902 ANNADALE LANE, LP",PO BOX 9440,FRESNO,CA,93711,US,68-0471548,47876.65,107704376,Wholesale Industrial Supply, Fresno CA,Wholesale Industrial Supply,0.3625,No
3610,42004273,A TO Z CAPITAL LP,PO BOX 271351,SALT LAKE CITY,UT,84127-1351,US,87-1000313,61356.42,11053814,Sharma Perry Capital LLC,4535 S Westview Dr Salt Lake City UT,Sharma Perry Capital LLC,0.3562,No
3611,42004274,WEST MELBOURNE TOWN CENTER LLC,PO BOX 6399,CAROL STREAM,IL,60197-6399,US,16-1563016,71399.37,80631169,Wex Bank, Carol Stream IL,Wex Inc.,0.4529,No
3612,42004275,"BFW/HOWELL ASSOCIATES, LLC",PO BOX 713201,PHILADELPHIA,PA,19171,US,04-3599411,82906.11,807460311,Hartford Life and Accident Insurance Company, Philadelphia PA,"Hartfold Holdings, Inc.",0.3442,No
3613,42004280,MARKET EAST ASSOCIATES LLC,DEPT 41667 PO BOX 650823,DALLAS,TX,75265,US,46-4658682,75656.1,18676984,East Side Market,364 Centre St Brockton MA,East Side Market,0.2865,No
3614,42004281,2601 DAWSON ROAD-10072905 LLC,"LOCKBOX 005998, PO BOX 645998",CINCINNATI,OH,45264-5998,US,38-3847614,148440.46,175308035,"T-Mobile Usa, Inc.", Cincinnati OH,"T-Mobile Us, Inc.",0.24,No
3615,42004282,NORTH TOWN MALL REALTY HOLDING,1010 NORTHERN BLVD STE 212,GREAT NECK,NY,11021,US,87-4780914,40643.87,13423635,"H Mart West, Inc.",495 Great Neck Rd Great Neck NY,"H Mart West, Inc.",0.3726,No
3616,42004283,"TVM CENTERCAL OWNER, LLC",1600 E FRANKLIN AVE,EL SEGUNDO,CA,90245,US,85-4084284,53967.33,804723989,Big 5 Sporting Goods Corp,2525 E El Segundo Blvd El Segundo CA,Big 5 Sporting Goods Corp,0.4502,No
3617,42004284,BRG DEVELOPMENT,621 OLD HICKORY BLVD STE 9,JACKSON,TN,38305,US,82-3888737,33660.0,19139985,Buchanan Realty Group,621 Old Hickory Blvd Jackson TN,Buchanan Realty Group,0.6142,No
3618,42004285,DELTA 17A LLC,PO BOX 714659,CINCINNATI,OH,45271-4659,US,83-4366620,58567.5,175308035,"T-Mobile Usa, Inc.", Cincinnati OH,"T-Mobile Us, Inc.",0.3297,No
3619,42004295,PACIFIC CASTLE RANCHO LLC,260 MAIN ST STE 900,IRVINE,CA,92614,US,87-3929228,42742.72,79534598,Moss Adams Capital LLC,2040 Main St Ste 900 Irvine CA,Moss Adams Capital LLC,0.4308,No
3620,42004300,"ALLIANCE VENTURES, INC",1840 W STATE ST STE B,ALLIANCE,OH,44601,US,34-1573113,33529.979999999996,127176714,"Pucci Ventures, LLC",2239 Burton Ave Alliance OH,"Pucci Ventures, LLC",0.3516,No
3621,42004302,"MID-SOUTH OUTLET SHOPS, LLC",3200 NORTHLINE AVE STE 360,GREENSBORO,NC,27408,US,47-2007328,69449.59,28217813,City of Greensboro,300 W Washington St Greensboro NC,City of Greensboro,0.243,No
3622,42004303,"G3C TEMPLE, LLC",PO BOX 207687,DALLAS,TX,75320-7687,US,83-1632327,54136.56,117136356,Marsh USA Inc., Dallas TX,"Marsh & McLennan Companies, Inc.",0.2921,No
3623,42004304,"HMC PT POPLAR CREEK CROSSING, LLC",40 SKOKIE BLVD STE 610,NORTHBROOK,IL,60062,US,84-3512544,61438.06,99207854,Alan Ross Machinery Corporation,1500 Skokie Blvd Northbrook IL,Alan Ross Machinery Corporation,0.4668,No
3624,42004305,MARLTON PLAZA ASSOCIATES L.P.,PO BOX 645346,CINCINNATI,OH,45264-5346,US,80-0831163,69974.58,175308035,"T-Mobile Usa, Inc.", Cincinnati OH,"T-Mobile Us, Inc.",0.3481,No
3625,42004306,BURLINGTON U MALL OWNER LLC,ONE VAN GRAAFF DR STE `Q,BURLINGTON,MA,01803,US,87-3232035,248408.81,197122356,"Risi, Inc.",1 Van De Graaff Dr # 601 Burlington MA,EUROMONEY INSTITUTIONAL INVESTOR PLC,0.5101,No
3626,42004307,GREEN RIDGE HOLDINGS LLC,1221 BOWERS ST 1869,BIRMINGHAM,MI,48098,US,87-3332854,46747.8,101440155,US Green Holdings LLC,535 Smithfield St Ste 800 Pittsburgh PA,US Green Holdings LLC,0.2615,No
3627,42004308,ONNI BURBANK TOWN CENTER LLC,201 E MAGNOLIA BLVD STE 151,BURBANK,CA,91502,US,35-2723115,159984.02,621566491,"Porto's Bakery Burbank, Inc.",3614 W Magnolia Blvd Burbank CA,"Porto's Bakery Burbank, Inc.",0.4706,No
3628,42004309,"CONGRESS MANAGER, LLC",3265 MERIDIAN PKWY STE 130,WESTON,FL,33331,US,88-0739279,25537.56,32386983,Coastal Heritage Vad Inc.,3265 Meridian Pkwy # 130 Weston FL,Coastal Heritage Vad Inc.,0.6574,No
3629,42004311,WATER TOWER OWNER LLC,PO BOX 736746,DALLAS,TX,75373-6746,US,88-1342094,65291.78,117136356,Marsh USA Inc., Dallas TX,"Marsh & McLennan Companies, Inc.",0.2984,No
3630,42004312,"RIVER CITY CENTRE, LLC",PO BOX 639,DEXTER,MO,63841,US,87-1713961,85652.27,29743937,Tuley's Farm & Homes LLC,1301 W Business US Hwy Dexter MO,Tuley's Farm & Homes LLC,0.3047,No
3631,42004314,PLAZA 580 SHOPPING CENTER,500 N BROADWAY,JERICHO,NY,11753,US,20-5782636,75966.18,70248036,"Vanderbilt Plaza, LLC",500 N Broadway Ste 270 Jericho NY,"Vanderbilt Plaza, LLC",0.636,No
3632,42004315,"AMERICAN ASSETS TRUST, LP",3420 CARMEL MOUNTAIN RD STE 100,SAN DIEGO,CA,92121,US,27-3338894,75841.08,11269827,Torrey Partners,3394 Carmel Mountain Rd # 100 San Diego CA,Torrey Partners,0.4393,No
