Region,Country,Store,SKU,date,quantity
APAC,Australia,Store11,computer-15 inch,2022-01-22,171
APAC,Australia,Store12,phone-black,2022-01-22,169
APAC,Australia,Store12,phone-white,2022-01-22,155
APAC,Australia,Store12,computer-18 inch,2022-01-22,153
APAC,Australia,Store12,computer-15 inch,2022-01-22,225
APAC,Australia,Store11,phone-black,2022-01-23,79
APAC,Australia,Store11,phone-white,2022-01-23,198
APAC,Australia,Store11,computer-18 inch,2022-01-23,261
APAC,Australia,Store11,computer-15 inch,2022-01-23,207
APAC,Australia,Store12,phone-black,2022-01-23,107
APAC,Australia,Store12,phone-white,2022-01-23,225
APAC,Australia,Store12,computer-18 inch,2022-01-23,191
APAC,Australia,Store12,computer-15 inch,2022-01-23,202
APAC,Australia,Store11,phone-black,2022-01-24,91
APAC,Australia,Store11,phone-white,2022-01-24,129
APAC,Australia,Store11,computer-18 inch,2022-01-24,206
APAC,Australia,Store11,computer-15 inch,2022-01-24,172
APAC,Australia,Store12,phone-black,2022-01-24,175
APAC,Australia,Store12,phone-white,2022-01-24,249
APAC,Australia,Store12,computer-18 inch,2022-01-24,217
APAC,Australia,Store12,computer-15 inch,2022-01-24,261
APAC,Australia,Store11,phone-black,2022-01-25,79
APAC,Australia,Store11,phone-white,2022-01-25,183
APAC,Australia,Store11,computer-18 inch,2022-01-25,243
APAC,Australia,Store11,computer-15 inch,2022-01-25,195
APAC,Australia,Store12,phone-black,2022-01-25,262
APAC,Australia,Store12,phone-white,2022-01-25,203
APAC,Australia,Store12,computer-18 inch,2022-01-25,180
APAC,Australia,Store12,computer-15 inch,2022-01-25,205
APAC,Australia,Store11,phone-black,2022-01-26,115
APAC,Australia,Store11,phone-white,2022-01-26,213
APAC,Australia,Store11,computer-18 inch,2022-01-26,255
APAC,Australia,Store11,computer-15 inch,2022-01-26,170
APAC,Australia,Store12,phone-black,2022-01-26,291
APAC,Australia,Store12,phone-white,2022-01-26,224
APAC,Australia,Store12,computer-18 inch,2022-01-26,161
APAC,Australia,Store12,computer-15 inch,2022-01-26,296
APAC,Australia,Store11,phone-black,2022-01-27,95
APAC,Australia,Store11,phone-white,2022-01-27,166
APAC,Australia,Store11,computer-18 inch,2022-01-27,279
APAC,Australia,Store11,computer-15 inch,2022-01-27,144
APAC,Australia,Store12,phone-black,2022-01-27,186
APAC,Australia,Store12,phone-white,2022-01-27,276
APAC,Australia,Store12,computer-18 inch,2022-01-27,145
APAC,Australia,Store12,computer-15 inch,2022-01-27,229
APAC,Australia,Store11,phone-black,2022-01-28,88
APAC,Australia,Store11,phone-white,2022-01-28,232
APAC,Australia,Store11,computer-18 inch,2022-01-28,315
APAC,Australia,Store11,computer-15 inch,2022-01-28,213
APAC,Australia,Store12,phone-black,2022-01-28,177
APAC,Australia,Store12,phone-white,2022-01-28,170
APAC,Australia,Store12,computer-18 inch,2022-01-28,87
APAC,Australia,Store12,computer-15 inch,2022-01-28,197
APAC,Australia,Store11,phone-black,2022-01-29,75
APAC,Australia,Store11,phone-white,2022-01-29,151
APAC,Australia,Store11,computer-18 inch,2022-01-29,208
APAC,Australia,Store11,computer-15 inch,2022-01-29,129
APAC,Australia,Store12,phone-black,2022-01-29,229
APAC,Australia,Store12,phone-white,2022-01-29,167
APAC,Australia,Store12,computer-18 inch,2022-01-29,132
APAC,Australia,Store12,computer-15 inch,2022-01-29,218
APAC,Australia,Store11,phone-black,2022-01-30,99
APAC,Australia,Store11,phone-white,2022-01-30,179
APAC,Australia,Store11,computer-18 inch,2022-01-30,212
APAC,Australia,Store11,computer-15 inch,2022-01-30,184
APAC,Australia,Store12,phone-black,2022-01-30,224
APAC,Australia,Store12,phone-white,2022-01-30,259
APAC,Australia,Store12,computer-18 inch,2022-01-30,163
APAC,Australia,Store12,computer-15 inch,2022-01-30,198
APAC,Australia,Store11,phone-black,2022-01-31,107
APAC,Australia,Store11,phone-white,2022-01-31,138
APAC,Australia,Store11,computer-18 inch,2022-01-31,216
APAC,Australia,Store11,computer-15 inch,2022-01-31,196
APAC,Australia,Store12,phone-black,2022-01-31,216
APAC,Australia,Store12,phone-white,2022-01-31,227
APAC,Australia,Store12,computer-18 inch,2022-01-31,222
APAC,Australia,Store12,computer-15 inch,2022-01-31,175
APAC,Australia,Store11,phone-black,2022-02-01,93
APAC,Australia,Store11,phone-white,2022-02-01,169
APAC,Australia,Store11,computer-18 inch,2022-02-01,382
APAC,Australia,Store11,computer-15 inch,2022-02-01,268
APAC,Australia,Store12,phone-black,2022-02-01,155
APAC,Australia,Store12,phone-white,2022-02-01,229
APAC,Australia,Store12,computer-18 inch,2022-02-01,182
APAC,Australia,Store12,computer-15 inch,2022-02-01,251
APAC,Australia,Store11,phone-black,2022-02-02,86
APAC,Australia,Store11,phone-white,2022-02-02,136
APAC,Australia,Store11,computer-18 inch,2022-02-02,335
APAC,Australia,Store11,computer-15 inch,2022-02-02,181
APAC,Australia,Store12,phone-black,2022-02-02,231
APAC,Australia,Store12,phone-white,2022-02-02,228
APAC,Australia,Store12,computer-18 inch,2022-02-02,96
APAC,Australia,Store12,computer-15 inch,2022-02-02,259
APAC,Australia,Store11,phone-black,2022-02-03,95
APAC,Australia,Store11,phone-white,2022-02-03,172
APAC,Australia,Store11,computer-18 inch,2022-02-03,269
APAC,Australia,Store11,computer-15 inch,2022-02-03,212
APAC,Australia,Store12,phone-black,2022-02-03,90
APAC,Australia,Store12,phone-white,2022-02-03,226
APAC,Australia,Store12,computer-18 inch,2022-02-03,155
APAC,Australia,Store12,computer-15 inch,2022-02-03,288
APAC,Australia,Store11,phone-black,2022-02-04,109
APAC,Australia,Store11,phone-white,2022-02-04,204
APAC,Australia,Store11,computer-18 inch,2022-02-04,282
APAC,Australia,Store11,computer-15 inch,2022-02-04,177
APAC,Australia,Store12,phone-black,2022-02-04,177
APAC,Australia,Store12,phone-white,2022-02-04,187
APAC,Australia,Store12,computer-18 inch,2022-02-04,115
APAC,Australia,Store12,computer-15 inch,2022-02-04,234
APAC,Australia,Store11,phone-black,2022-02-05,72
APAC,Australia,Store11,phone-white,2022-02-05,148
APAC,Australia,Store11,computer-18 inch,2022-02-05,230
APAC,Australia,Store11,computer-15 inch,2022-02-05,265
APAC,Australia,Store12,phone-black,2022-02-05,158
APAC,Australia,Store12,phone-white,2022-02-05,224
APAC,Australia,Store12,computer-18 inch,2022-02-05,180
APAC,Australia,Store12,computer-15 inch,2022-02-05,228
APAC,Australia,Store11,phone-black,2022-02-06,116
APAC,Australia,Store11,phone-white,2022-02-06,141
APAC,Australia,Store11,computer-18 inch,2022-02-06,235
APAC,Australia,Store11,computer-15 inch,2022-02-06,199
APAC,Australia,Store12,phone-black,2022-02-06,97
APAC,Australia,Store12,phone-white,2022-02-06,201
APAC,Australia,Store12,computer-18 inch,2022-02-06,139
APAC,Australia,Store12,computer-15 inch,2022-02-06,297
APAC,Australia,Store11,phone-black,2022-02-07,88
APAC,Australia,Store11,phone-white,2022-02-07,179
APAC,Australia,Store11,computer-18 inch,2022-02-07,132
APAC,Australia,Store11,computer-15 inch,2022-02-07,132
APAC,Australia,Store12,phone-black,2022-02-07,257
APAC,Australia,Store12,phone-white,2022-02-07,243
APAC,Australia,Store12,computer-18 inch,2022-02-07,135
APAC,Australia,Store12,computer-15 inch,2022-02-07,256
APAC,Australia,Store11,phone-black,2022-02-08,105
APAC,Australia,Store11,phone-white,2022-02-08,210
APAC,Australia,Store11,computer-18 inch,2022-02-08,240
APAC,Australia,Store11,computer-15 inch,2022-02-08,172
APAC,Australia,Store12,phone-black,2022-02-08,165
APAC,Australia,Store12,phone-white,2022-02-08,222
APAC,Australia,Store12,computer-18 inch,2022-02-08,160
APAC,Australia,Store12,computer-15 inch,2022-02-08,207
APAC,Australia,Store11,phone-black,2022-02-09,129
APAC,Australia,Store11,phone-white,2022-02-09,149
APAC,Australia,Store11,computer-18 inch,2022-02-09,219
APAC,Australia,Store11,computer-15 inch,2022-02-09,174
APAC,Australia,Store12,phone-black,2022-02-09,257
APAC,Australia,Store12,phone-white,2022-02-09,177
APAC,Australia,Store12,computer-18 inch,2022-02-09,150
APAC,Australia,Store12,computer-15 inch,2022-02-09,250
APAC,Australia,Store11,phone-black,2022-02-10,87
APAC,Australia,Store11,phone-white,2022-02-10,141
APAC,Australia,Store11,computer-18 inch,2022-02-10,263
APAC,Australia,Store11,computer-15 inch,2022-02-10,214
APAC,Australia,Store12,phone-black,2022-02-10,149
APAC,Australia,Store12,phone-white,2022-02-10,128
APAC,Australia,Store12,computer-18 inch,2022-02-10,229
APAC,Australia,Store12,computer-15 inch,2022-02-10,178
APAC,Australia,Store11,phone-black,2022-02-11,94
APAC,Australia,Store11,phone-white,2022-02-11,239
APAC,Australia,Store11,computer-18 inch,2022-02-11,270
APAC,Australia,Store11,computer-15 inch,2022-02-11,184
APAC,Australia,Store12,phone-black,2022-02-11,149
APAC,Australia,Store12,phone-white,2022-02-11,104
APAC,Australia,Store12,computer-18 inch,2022-02-11,126
APAC,Australia,Store12,computer-15 inch,2022-02-11,212
APAC,Australia,Store11,phone-black,2022-02-12,80
APAC,Australia,Store11,phone-white,2022-02-12,174
APAC,Australia,Store11,computer-18 inch,2022-02-12,242
APAC,Australia,Store11,computer-15 inch,2022-02-12,151
APAC,Australia,Store12,phone-black,2022-02-12,236
APAC,Australia,Store12,phone-white,2022-02-12,174
APAC,Australia,Store12,computer-18 inch,2022-02-12,147
APAC,Australia,Store12,computer-15 inch,2022-02-12,217
APAC,Australia,Store11,phone-black,2022-02-13,98
APAC,Australia,Store11,phone-white,2022-02-13,199
APAC,Australia,Store11,computer-18 inch,2022-02-13,227
APAC,Australia,Store11,computer-15 inch,2022-02-13,161
APAC,Australia,Store12,phone-black,2022-02-13,174
APAC,Australia,Store12,phone-white,2022-02-13,189
APAC,Australia,Store12,computer-18 inch,2022-02-13,126
APAC,Australia,Store12,computer-15 inch,2022-02-13,185
APAC,Australia,Store11,phone-black,2022-02-14,91
APAC,Australia,Store11,phone-white,2022-02-14,128
APAC,Australia,Store11,computer-18 inch,2022-02-14,229
APAC,Australia,Store11,computer-15 inch,2022-02-14,168
APAC,Australia,Store12,phone-black,2022-02-14,256
APAC,Australia,Store12,phone-white,2022-02-14,163
APAC,Australia,Store12,computer-18 inch,2022-02-14,157
APAC,Australia,Store12,computer-15 inch,2022-02-14,261
APAC,Australia,Store11,phone-black,2022-02-15,95
APAC,Australia,Store11,phone-white,2022-02-15,252
APAC,Australia,Store11,computer-18 inch,2022-02-15,326
APAC,Australia,Store11,computer-15 inch,2022-02-15,196
APAC,Australia,Store12,phone-black,2022-02-15,254
APAC,Australia,Store12,phone-white,2022-02-15,166
APAC,Australia,Store12,computer-18 inch,2022-02-15,128
APAC,Australia,Store12,computer-15 inch,2022-02-15,248
APAC,Australia,Store11,phone-black,2022-02-16,107
APAC,Australia,Store11,phone-white,2022-02-16,191
APAC,Australia,Store11,computer-18 inch,2022-02-16,236
APAC,Australia,Store11,computer-15 inch,2022-02-16,195
APAC,Australia,Store12,phone-black,2022-02-16,194
APAC,Australia,Store12,phone-white,2022-02-16,247
APAC,Australia,Store12,computer-18 inch,2022-02-16,204
APAC,Australia,Store12,computer-15 inch,2022-02-16,210
APAC,Australia,Store11,phone-black,2022-02-17,96
APAC,Australia,Store11,phone-white,2022-02-17,180
APAC,Australia,Store11,computer-18 inch,2022-02-17,288
APAC,Australia,Store11,computer-15 inch,2022-02-17,184
APAC,Australia,Store12,phone-black,2022-02-17,172
APAC,Australia,Store12,phone-white,2022-02-17,176
APAC,Australia,Store12,computer-18 inch,2022-02-17,151
APAC,Australia,Store12,computer-15 inch,2022-02-17,228
APAC,Australia,Store11,phone-black,2022-02-18,77
APAC,Australia,Store11,phone-white,2022-02-18,198
APAC,Australia,Store11,computer-18 inch,2022-02-18,276
APAC,Australia,Store11,computer-15 inch,2022-02-18,216
APAC,Australia,Store12,phone-black,2022-02-18,241
APAC,Australia,Store12,phone-white,2022-02-18,171
APAC,Australia,Store12,computer-18 inch,2022-02-18,186
APAC,Australia,Store12,computer-15 inch,2022-02-18,269
APAC,Australia,Store11,phone-black,2022-02-19,75
APAC,Australia,Store11,phone-white,2022-02-19,219
APAC,Australia,Store11,computer-18 inch,2022-02-19,203
APAC,Australia,Store11,computer-15 inch,2022-02-19,127
APAC,Australia,Store12,phone-black,2022-02-19,208
APAC,Australia,Store12,phone-white,2022-02-19,229
APAC,Australia,Store12,computer-18 inch,2022-02-19,44
APAC,Australia,Store12,computer-15 inch,2022-02-19,214
APAC,Australia,Store11,phone-black,2022-02-20,74
APAC,Australia,Store11,phone-white,2022-02-20,192
APAC,Australia,Store11,computer-18 inch,2022-02-20,163
APAC,Australia,Store11,computer-15 inch,2022-02-20,196
APAC,Australia,Store12,phone-black,2022-02-20,243
APAC,Australia,Store12,phone-white,2022-02-20,139
APAC,Australia,Store12,computer-18 inch,2022-02-20,153
APAC,Australia,Store12,computer-15 inch,2022-02-20,210
APAC,Australia,Store11,phone-black,2022-02-21,94
APAC,Australia,Store11,phone-white,2022-02-21,229
APAC,Australia,Store11,computer-18 inch,2022-02-21,230
APAC,Australia,Store11,computer-15 inch,2022-02-21,167
APAC,Australia,Store12,phone-black,2022-02-21,259
APAC,Australia,Store12,phone-white,2022-02-21,154
APAC,Australia,Store12,computer-18 inch,2022-02-21,149
APAC,Australia,Store12,computer-15 inch,2022-02-21,288
APAC,Australia,Store11,phone-black,2022-02-22,103
APAC,Australia,Store11,phone-white,2022-02-22,212
APAC,Australia,Store11,computer-18 inch,2022-02-22,179
APAC,Australia,Store11,computer-15 inch,2022-02-22,173
APAC,Australia,Store12,phone-black,2022-02-22,226
APAC,Australia,Store12,phone-white,2022-02-22,308
APAC,Australia,Store12,computer-18 inch,2022-02-22,238
APAC,Australia,Store12,computer-15 inch,2022-02-22,236
APAC,Australia,Store11,phone-black,2022-02-23,101
APAC,Australia,Store11,phone-white,2022-02-23,220
APAC,Australia,Store11,computer-18 inch,2022-02-23,281
APAC,Australia,Store11,computer-15 inch,2022-02-23,136
APAC,Australia,Store12,phone-black,2022-02-23,219
APAC,Australia,Store12,phone-white,2022-02-23,217
APAC,Australia,Store12,computer-18 inch,2022-02-23,171
APAC,Australia,Store12,computer-15 inch,2022-02-23,200
APAC,Australia,Store11,phone-black,2022-02-24,105
APAC,Australia,Store11,phone-white,2022-02-24,185
APAC,Australia,Store11,computer-18 inch,2022-02-24,246
APAC,Australia,Store11,computer-15 inch,2022-02-24,192
APAC,Australia,Store12,phone-black,2022-02-24,125
APAC,Australia,Store12,phone-white,2022-02-24,234
APAC,Australia,Store12,computer-18 inch,2022-02-24,142
APAC,Australia,Store12,computer-15 inch,2022-02-24,307
APAC,Australia,Store11,phone-black,2022-02-25,73
APAC,Australia,Store11,phone-white,2022-02-25,176
APAC,Australia,Store11,computer-18 inch,2022-02-25,268
APAC,Australia,Store11,computer-15 inch,2022-02-25,285
APAC,Australia,Store12,phone-black,2022-02-25,238
APAC,Australia,Store12,phone-white,2022-02-25,108
APAC,Australia,Store12,computer-18 inch,2022-02-25,190
APAC,Australia,Store12,computer-15 inch,2022-02-25,253
APAC,Australia,Store11,phone-black,2022-02-26,85
APAC,Australia,Store11,phone-white,2022-02-26,121
APAC,Australia,Store11,computer-18 inch,2022-02-26,233
APAC,Australia,Store11,computer-15 inch,2022-02-26,197
APAC,Australia,Store12,phone-black,2022-02-26,177
APAC,Australia,Store12,phone-white,2022-02-26,231
APAC,Australia,Store12,computer-18 inch,2022-02-26,113
APAC,Australia,Store12,computer-15 inch,2022-02-26,172
APAC,Australia,Store11,phone-black,2022-02-27,98
APAC,Australia,Store11,phone-white,2022-02-27,205
APAC,Australia,Store11,computer-18 inch,2022-02-27,223
APAC,Australia,Store11,computer-15 inch,2022-02-27,136
APAC,Australia,Store12,phone-black,2022-02-27,238
APAC,Australia,Store12,phone-white,2022-02-27,132
APAC,Australia,Store12,computer-18 inch,2022-02-27,136
APAC,Australia,Store12,computer-15 inch,2022-02-27,260
APAC,Australia,Store11,phone-black,2022-02-28,81
APAC,Australia,Store11,phone-white,2022-02-28,185
APAC,Australia,Store11,computer-18 inch,2022-02-28,200
APAC,Australia,Store11,computer-15 inch,2022-02-28,191
APAC,Australia,Store12,phone-black,2022-02-28,140
APAC,Australia,Store12,phone-white,2022-02-28,164
APAC,Australia,Store12,computer-18 inch,2022-02-28,200
APAC,Australia,Store12,computer-15 inch,2022-02-28,199
APAC,Australia,Store11,phone-black,2022-03-01,98
APAC,Australia,Store11,phone-white,2022-03-01,172
APAC,Australia,Store11,computer-18 inch,2022-03-01,226
APAC,Australia,Store11,computer-15 inch,2022-03-01,176
APAC,Australia,Store12,phone-black,2022-03-01,259
APAC,Australia,Store12,phone-white,2022-03-01,216
APAC,Australia,Store12,computer-18 inch,2022-03-01,175
APAC,Australia,Store12,computer-15 inch,2022-03-01,192
APAC,Australia,Store11,phone-black,2022-03-02,82
APAC,Australia,Store11,phone-white,2022-03-02,161
APAC,Australia,Store11,computer-18 inch,2022-03-02,228
APAC,Australia,Store11,computer-15 inch,2022-03-02,144
APAC,Australia,Store12,phone-black,2022-03-02,241
APAC,Australia,Store12,phone-white,2022-03-02,176
APAC,Australia,Store12,computer-18 inch,2022-03-02,160
APAC,Australia,Store12,computer-15 inch,2022-03-02,341
APAC,Australia,Store11,phone-black,2022-03-03,79
APAC,Australia,Store11,phone-white,2022-03-03,219
APAC,Australia,Store11,computer-18 inch,2022-03-03,314
APAC,Australia,Store11,computer-15 inch,2022-03-03,259
APAC,Australia,Store12,phone-black,2022-03-03,198
APAC,Australia,Store12,phone-white,2022-03-03,133
APAC,Australia,Store12,computer-18 inch,2022-03-03,106
APAC,Australia,Store12,computer-15 inch,2022-03-03,233
APAC,Australia,Store11,phone-black,2022-03-04,115
APAC,Australia,Store11,phone-white,2022-03-04,206
APAC,Australia,Store11,computer-18 inch,2022-03-04,290
APAC,Australia,Store11,computer-15 inch,2022-03-04,180
APAC,Australia,Store12,phone-black,2022-03-04,154
APAC,Australia,Store12,phone-white,2022-03-04,206
APAC,Australia,Store12,computer-18 inch,2022-03-04,218
APAC,Australia,Store12,computer-15 inch,2022-03-04,293
APAC,Australia,Store11,phone-black,2022-03-05,74
APAC,Australia,Store11,phone-white,2022-03-05,201
APAC,Australia,Store11,computer-18 inch,2022-03-05,250
APAC,Australia,Store11,computer-15 inch,2022-03-05,198
APAC,Australia,Store12,phone-black,2022-03-05,160
APAC,Australia,Store12,phone-white,2022-03-05,167
APAC,Australia,Store12,computer-18 inch,2022-03-05,92
APAC,Australia,Store12,computer-15 inch,2022-03-05,178
APAC,Australia,Store11,phone-black,2022-03-06,86
APAC,Australia,Store11,phone-white,2022-03-06,171
APAC,Australia,Store11,computer-18 inch,2022-03-06,259
APAC,Australia,Store11,computer-15 inch,2022-03-06,204
APAC,Australia,Store12,phone-black,2022-03-06,220
APAC,Australia,Store12,phone-white,2022-03-06,210
APAC,Australia,Store12,computer-18 inch,2022-03-06,143
APAC,Australia,Store12,computer-15 inch,2022-03-06,173
APAC,Australia,Store11,phone-black,2022-03-07,73
APAC,Australia,Store11,phone-white,2022-03-07,183
APAC,Australia,Store11,computer-18 inch,2022-03-07,257
APAC,Australia,Store11,computer-15 inch,2022-03-07,185
APAC,Australia,Store12,phone-black,2022-03-07,181
APAC,Australia,Store12,phone-white,2022-03-07,344
APAC,Australia,Store12,computer-18 inch,2022-03-07,191
APAC,Australia,Store12,computer-15 inch,2022-03-07,166
APAC,Australia,Store11,phone-black,2022-03-08,99
APAC,Australia,Store11,phone-white,2022-03-08,206
APAC,Australia,Store11,computer-18 inch,2022-03-08,324
APAC,Australia,Store11,computer-15 inch,2022-03-08,185
APAC,Australia,Store12,phone-black,2022-03-08,203
APAC,Australia,Store12,phone-white,2022-03-08,225
APAC,Australia,Store12,computer-18 inch,2022-03-08,131
APAC,Australia,Store12,computer-15 inch,2022-03-08,186
APAC,Australia,Store11,phone-black,2022-03-09,81
APAC,Australia,Store11,phone-white,2022-03-09,182
APAC,Australia,Store11,computer-18 inch,2022-03-09,277
APAC,Australia,Store11,computer-15 inch,2022-03-09,191
APAC,Australia,Store12,phone-black,2022-03-09,301
APAC,Australia,Store12,phone-white,2022-03-09,198
APAC,Australia,Store12,computer-18 inch,2022-03-09,211
APAC,Australia,Store12,computer-15 inch,2022-03-09,183
APAC,Australia,Store11,phone-black,2022-03-10,83
APAC,Australia,Store11,phone-white,2022-03-10,196
APAC,Australia,Store11,computer-18 inch,2022-03-10,267
APAC,Australia,Store11,computer-15 inch,2022-03-10,165
APAC,Australia,Store12,phone-black,2022-03-10,81
APAC,Australia,Store12,phone-white,2022-03-10,126
APAC,Australia,Store12,computer-18 inch,2022-03-10,135
APAC,Australia,Store12,computer-15 inch,2022-03-10,244
APAC,Australia,Store11,phone-black,2022-03-11,102
APAC,Australia,Store11,phone-white,2022-03-11,141
APAC,Australia,Store11,computer-18 inch,2022-03-11,206
APAC,Australia,Store11,computer-15 inch,2022-03-11,150
APAC,Australia,Store12,phone-black,2022-03-11,139
APAC,Australia,Store12,phone-white,2022-03-11,127
APAC,Australia,Store12,computer-18 inch,2022-03-11,135
APAC,Australia,Store12,computer-15 inch,2022-03-11,295
APAC,Australia,Store11,phone-black,2022-03-12,105
APAC,Australia,Store11,phone-white,2022-03-12,168
APAC,Australia,Store11,computer-18 inch,2022-03-12,173
APAC,Australia,Store11,computer-15 inch,2022-03-12,170
APAC,Australia,Store12,phone-black,2022-03-12,161
APAC,Australia,Store12,phone-white,2022-03-12,223
APAC,Australia,Store12,computer-18 inch,2022-03-12,175
APAC,Australia,Store12,computer-15 inch,2022-03-12,207
APAC,Australia,Store11,phone-black,2022-03-13,69
APAC,Australia,Store11,phone-white,2022-03-13,107
APAC,Australia,Store11,computer-18 inch,2022-03-13,241
APAC,Australia,Store11,computer-15 inch,2022-03-13,144
APAC,Australia,Store12,phone-black,2022-03-13,153
APAC,Australia,Store12,phone-white,2022-03-13,265
APAC,Australia,Store12,computer-18 inch,2022-03-13,131
APAC,Australia,Store12,computer-15 inch,2022-03-13,241
APAC,Australia,Store11,phone-black,2022-03-14,63
APAC,Australia,Store11,phone-white,2022-03-14,192
APAC,Australia,Store11,computer-18 inch,2022-03-14,149
APAC,Australia,Store11,computer-15 inch,2022-03-14,157
APAC,Australia,Store12,phone-black,2022-03-14,208
APAC,Australia,Store12,phone-white,2022-03-14,244
APAC,Australia,Store12,computer-18 inch,2022-03-14,215
APAC,Australia,Store12,computer-15 inch,2022-03-14,328
APAC,Australia,Store11,phone-black,2022-03-15,96
APAC,Australia,Store11,phone-white,2022-03-15,207
APAC,Australia,Store11,computer-18 inch,2022-03-15,218
APAC,Australia,Store11,computer-15 inch,2022-03-15,126
APAC,Australia,Store12,phone-black,2022-03-15,188
APAC,Australia,Store12,phone-white,2022-03-15,150
APAC,Australia,Store12,computer-18 inch,2022-03-15,161
APAC,Australia,Store12,computer-15 inch,2022-03-15,241
APAC,Australia,Store11,phone-black,2022-03-16,85
APAC,Australia,Store11,phone-white,2022-03-16,187
APAC,Australia,Store11,computer-18 inch,2022-03-16,291
APAC,Australia,Store11,computer-15 inch,2022-03-16,219
APAC,Australia,Store12,phone-black,2022-03-16,155
APAC,Australia,Store12,phone-white,2022-03-16,154
APAC,Australia,Store12,computer-18 inch,2022-03-16,167
APAC,Australia,Store12,computer-15 inch,2022-03-16,195
APAC,Australia,Store11,phone-black,2022-03-17,72
APAC,Australia,Store11,phone-white,2022-03-17,177
APAC,Australia,Store11,computer-18 inch,2022-03-17,309
APAC,Australia,Store11,computer-15 inch,2022-03-17,94
APAC,Australia,Store12,phone-black,2022-03-17,151
APAC,Australia,Store12,phone-white,2022-03-17,176
APAC,Australia,Store12,computer-18 inch,2022-03-17,90
APAC,Australia,Store12,computer-15 inch,2022-03-17,217
APAC,Australia,Store11,phone-black,2022-03-18,66
APAC,Australia,Store11,phone-white,2022-03-18,158
APAC,Australia,Store11,computer-18 inch,2022-03-18,254
APAC,Australia,Store11,computer-15 inch,2022-03-18,144
APAC,Australia,Store12,phone-black,2022-03-18,144
APAC,Australia,Store12,phone-white,2022-03-18,236
APAC,Australia,Store12,computer-18 inch,2022-03-18,168
APAC,Australia,Store12,computer-15 inch,2022-03-18,215
APAC,Australia,Store11,phone-black,2022-03-19,59
APAC,Australia,Store11,phone-white,2022-03-19,167
APAC,Australia,Store11,computer-18 inch,2022-03-19,294
APAC,Australia,Store11,computer-15 inch,2022-03-19,103
APAC,Australia,Store12,phone-black,2022-03-19,243
APAC,Australia,Store12,phone-white,2022-03-19,176
APAC,Australia,Store12,computer-18 inch,2022-03-19,182
APAC,Australia,Store12,computer-15 inch,2022-03-19,242
APAC,Australia,Store11,phone-black,2022-03-20,76
APAC,Australia,Store11,phone-white,2022-03-20,189
APAC,Australia,Store11,computer-18 inch,2022-03-20,99
APAC,Australia,Store11,computer-15 inch,2022-03-20,144
APAC,Australia,Store12,phone-black,2022-03-20,192
APAC,Australia,Store12,phone-white,2022-03-20,159
APAC,Australia,Store12,computer-18 inch,2022-03-20,190
APAC,Australia,Store12,computer-15 inch,2022-03-20,199
APAC,Australia,Store11,phone-black,2022-03-21,76
APAC,Australia,Store11,phone-white,2022-03-21,147
APAC,Australia,Store11,computer-18 inch,2022-03-21,252
APAC,Australia,Store11,computer-15 inch,2022-03-21,154
APAC,Australia,Store12,phone-black,2022-03-21,235
APAC,Australia,Store12,phone-white,2022-03-21,203
APAC,Australia,Store12,computer-18 inch,2022-03-21,102
APAC,Australia,Store12,computer-15 inch,2022-03-21,317
APAC,Australia,Store11,phone-black,2022-03-22,79
APAC,Australia,Store11,phone-white,2022-03-22,187
APAC,Australia,Store11,computer-18 inch,2022-03-22,265
APAC,Australia,Store11,computer-15 inch,2022-03-22,163
APAC,Australia,Store12,phone-black,2022-03-22,252
APAC,Australia,Store12,phone-white,2022-03-22,236
APAC,Australia,Store12,computer-18 inch,2022-03-22,126
APAC,Australia,Store12,computer-15 inch,2022-03-22,258
APAC,Australia,Store11,phone-black,2022-03-23,91
APAC,Australia,Store11,phone-white,2022-03-23,207
APAC,Australia,Store11,computer-18 inch,2022-03-23,205
APAC,Australia,Store11,computer-15 inch,2022-03-23,159
APAC,Australia,Store12,phone-black,2022-03-23,194
APAC,Australia,Store12,phone-white,2022-03-23,189
APAC,Australia,Store12,computer-18 inch,2022-03-23,147
APAC,Australia,Store12,computer-15 inch,2022-03-23,221
APAC,Australia,Store11,phone-black,2022-03-24,81
APAC,Australia,Store11,phone-white,2022-03-24,202
APAC,Australia,Store11,computer-18 inch,2022-03-24,429
APAC,Australia,Store11,computer-15 inch,2022-03-24,181
APAC,Australia,Store12,phone-black,2022-03-24,215
APAC,Australia,Store12,phone-white,2022-03-24,167
APAC,Australia,Store12,computer-18 inch,2022-03-24,157
APAC,Australia,Store12,computer-15 inch,2022-03-24,146
APAC,Australia,Store11,phone-black,2022-03-25,87
APAC,Australia,Store11,phone-white,2022-03-25,230
APAC,Australia,Store11,computer-18 inch,2022-03-25,245
APAC,Australia,Store11,computer-15 inch,2022-03-25,184
APAC,Australia,Store12,phone-black,2022-03-25,176
APAC,Australia,Store12,phone-white,2022-03-25,137
APAC,Australia,Store12,computer-18 inch,2022-03-25,138
APAC,Australia,Store12,computer-15 inch,2022-03-25,145
APAC,Australia,Store11,phone-black,2022-03-26,96
APAC,Australia,Store11,phone-white,2022-03-26,230
APAC,Australia,Store11,computer-18 inch,2022-03-26,317
APAC,Australia,Store11,computer-15 inch,2022-03-26,187
APAC,Australia,Store12,phone-black,2022-03-26,138
APAC,Australia,Store12,phone-white,2022-03-26,159
APAC,Australia,Store12,computer-18 inch,2022-03-26,145
